project_accession	project_alias	sample_alias	experiment_alias	run_alias	library_name	library_source	library_selection	library_strategy	design_description	library_construction_protocol	instrument_model	file_type	library_layout	insert_size	forward_file_name	forward_file_md5	forward_file_unencrypted_md5	reverse_file_name	reverse_file_md5	reverse_file_unencrypted_md5
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19733	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_24H_4R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19733_LDI17128_TAGCTT_L003_R1.fastq.gz	f00429864e4a8891d22ff3f053830032		1674_LIB19733_LDI17128_TAGCTT_L003_R2.fastq.gz	04e4828604a102fb97fc2aaf8fc1c326	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19733	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_24H_4R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19733_LDI17128_TAGCTT_L004_R1.fastq.gz	7e3801ba72ec345ad299b612094005ed		1674_LIB19733_LDI17128_TAGCTT_L004_R2.fastq.gz	fadd8796a01bb7599090749fb4873976	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19737	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_24H_5R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19737_LDI17131_ATGTCA_L001_R1.fastq.gz	72ab884dfa2cd12d095092a1f732e32e		1674_LIB19737_LDI17131_ATGTCA_L001_R2.fastq.gz	76398aeb1b4aa7cf19f4fefaed512ddc	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19737	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_24H_5R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19737_LDI17131_ATGTCA_L002_R1.fastq.gz	bed2a4f57086bcad6ffe1865fdb1f1b7		1674_LIB19737_LDI17131_ATGTCA_L002_R2.fastq.gz	52991d84cd4f611f213dd39e57446ac1	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19737	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_24H_5R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19737_LDI17131_ATGTCA_L003_R1.fastq.gz	db7432efbdbf3768c0eafc1ecefd1069		1674_LIB19737_LDI17131_ATGTCA_L003_R2.fastq.gz	4f2ee61e6b57bfd4104165bcb8cf02ad	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19737	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_24H_5R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19737_LDI17131_ATGTCA_L004_R1.fastq.gz	827f699b114b1976412ba38dc9a178d8		1674_LIB19737_LDI17131_ATGTCA_L004_R2.fastq.gz	bd10cfcfcbeb69df25f5c528038f3aa2	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19724	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_1R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19724_LDI17119_TGACCA_L001_R1.fastq.gz	4a400f9e3a715e2eed7c6f83b8ce812e		1674_LIB19724_LDI17119_TGACCA_L001_R2.fastq.gz	028914d19bf42843d17d6669664374de	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19724	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_1R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19724_LDI17119_TGACCA_L002_R1.fastq.gz	6f74a8fbee9be7fcac969cfa92c552f3		1674_LIB19724_LDI17119_TGACCA_L002_R2.fastq.gz	f4620a128d0d4b62ca496e370ed07be3	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19724	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_1R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19724_LDI17119_TGACCA_L003_R1.fastq.gz	a6efdc13df005ad91f6905177ea005f3		1674_LIB19724_LDI17119_TGACCA_L003_R2.fastq.gz	1d04debb61a29219cf8a1332c42f2fee	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19724	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_1R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19724_LDI17119_TGACCA_L004_R1.fastq.gz	4c21ad7ece9381da04d74f4e1a8c7772		1674_LIB19724_LDI17119_TGACCA_L004_R2.fastq.gz	91c28ec3300bbd541b26240b558add6b	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19727	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_2R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19727_LDI17122_CAGATC_L001_R1.fastq.gz	2ecdb5c441bbda7509d1e5a4a5d1b35b		1674_LIB19727_LDI17122_CAGATC_L001_R2.fastq.gz	eba10abd387cda4f0d32a5503788ee2e	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19727	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_2R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19727_LDI17122_CAGATC_L002_R1.fastq.gz	e72f53f7fe110abedf6437ef02b08532		1674_LIB19727_LDI17122_CAGATC_L002_R2.fastq.gz	b95795dd08e2182338548da792913fe2	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19727	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_2R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19727_LDI17122_CAGATC_L003_R1.fastq.gz	6273d3066a8e9fac86b9a3b20efd0df2		1674_LIB19727_LDI17122_CAGATC_L003_R2.fastq.gz	0449c502a52e5f53bb19841ab78ae777	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19727	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_2R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19727_LDI17122_CAGATC_L004_R1.fastq.gz	3e8e1d416e7eb2879344b687e8fbfd53		1674_LIB19727_LDI17122_CAGATC_L004_R2.fastq.gz	e8c185e07959c6046a7bfa8ce6b1a89b	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19729	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_3R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19729_LDI17124_ATCACG_L001_R1.fastq.gz	c99c6620e433c08ef0e309be371dcf6b		1674_LIB19729_LDI17124_ATCACG_L001_R2.fastq.gz	f1632d15a1211b9a9818e1d9546aef1e	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19729	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_3R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19729_LDI17124_ATCACG_L002_R1.fastq.gz	9c0ed3f8385acf6dd79007fbed5405d2		1674_LIB19729_LDI17124_ATCACG_L002_R2.fastq.gz	0a5ff8e279e55f1637b0db9e7c829c3b	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19729	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_3R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19729_LDI17124_ATCACG_L003_R1.fastq.gz	de62ab078dd8b5c7db2fccb6c3e36a79		1674_LIB19729_LDI17124_ATCACG_L003_R2.fastq.gz	0b09a9a89de579ec2e4e0e07a3e62377	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19729	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_3R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19729_LDI17124_ATCACG_L004_R1.fastq.gz	0cee936089bf79e2950aea4506be89fb		1674_LIB19729_LDI17124_ATCACG_L004_R2.fastq.gz	42f3e7c2c7d604aba9e0837dd4cfc1eb	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19731	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_4R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19731_LDI17126_ACTTGA_L001_R1.fastq.gz	713e9c9266b89a27062f2c7e03d4d372		1674_LIB19731_LDI17126_ACTTGA_L001_R2.fastq.gz	017049dd94b0a7fdb531f6841972893f	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19731	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_4R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19731_LDI17126_ACTTGA_L002_R1.fastq.gz	dfda0cc2e723a34b3b7595ceb017446c		1674_LIB19731_LDI17126_ACTTGA_L002_R2.fastq.gz	6aa9c484138f0c36c9bcef4df8ca3554	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19731	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_4R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19731_LDI17126_ACTTGA_L003_R1.fastq.gz	da6d2930071ff516db4733cd0ed9c461		1674_LIB19731_LDI17126_ACTTGA_L003_R2.fastq.gz	1f33768d7c8f648dc27fab61ecda2ece	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19731	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_4R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19731_LDI17126_ACTTGA_L004_R1.fastq.gz	f7ad6410d96d7e86e1b8ac0773298c66		1674_LIB19731_LDI17126_ACTTGA_L004_R2.fastq.gz	83750ed7a808aedc8fbc4d1b7c407fe2	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19735	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_5R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19735_LDI17129_AGTCAA_L001_R1.fastq.gz	55c49639f9326c77932fb33241ba8977		1674_LIB19735_LDI17129_AGTCAA_L001_R2.fastq.gz	ec1fe9cb66b00ecc7928c38824627fae	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19735	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_5R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19735_LDI17129_AGTCAA_L002_R1.fastq.gz	d077ff52a3e105842582acc4093e5c73		1674_LIB19735_LDI17129_AGTCAA_L002_R2.fastq.gz	8bea1e99df53dbf8df321261243b363d	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19735	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_5R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19735_LDI17129_AGTCAA_L003_R1.fastq.gz	4b96e4661a0f143af937ffbfa38ee784		1674_LIB19735_LDI17129_AGTCAA_L003_R2.fastq.gz	b23d7a1cee018cb688f06617aebe0a97	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19735	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Mpersicae_3H_5R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19735_LDI17129_AGTCAA_L004_R1.fastq.gz	ea5a62d1b16a401753e5d009c6e9483e		1674_LIB19735_LDI17129_AGTCAA_L004_R2.fastq.gz	4f52826bcbb349aee2bdfd5bc5946eb3	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19872	TRANSCRIPTOMIC	unspecified	RNA-Seq	Mp_host_24h_1R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19872_LDI17172_GTGAAA_L001_R1.fastq.gz	f1e5323249be11f31f9bc6d026f900d4		1674_LIB19872_LDI17172_GTGAAA_L001_R2.fastq.gz	305c9c9d1a8e22aab1122975957e509d	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19872	TRANSCRIPTOMIC	unspecified	RNA-Seq	Mp_host_24h_1R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19872_LDI17172_GTGAAA_L002_R1.fastq.gz	f114f4474027f64aaedae8c778712c85		1674_LIB19872_LDI17172_GTGAAA_L002_R2.fastq.gz	9837c092ca8d78c11f52eb60e4df8fa7	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19872	TRANSCRIPTOMIC	unspecified	RNA-Seq	Mp_host_24h_1R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19872_LDI17172_GTGAAA_L003_R1.fastq.gz	4014a75b0e5c7f725c969df991e85601		1674_LIB19872_LDI17172_GTGAAA_L003_R2.fastq.gz	bc70dcae57a492399ad89ee91242835a	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19872	TRANSCRIPTOMIC	unspecified	RNA-Seq	Mp_host_24h_1R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19872_LDI17172_GTGAAA_L004_R1.fastq.gz	43575a2803af012b470251225b397a8c		1674_LIB19872_LDI17172_GTGAAA_L004_R2.fastq.gz	a98eaf7a41c8fb27e6ff6c34f5525a3f	
PRJEB24317		Myzus persicae genotype O JHI clonal line1	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-11:10:12:637-1	ena-RUN-The James Hutton Institute-10-01-2018-11:10:12:637-1	LIB19746	TRANSCRIPTOMIC	unspecified	RNA-Seq	Mp_host_24h_2R	stranded Truseq	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19746_LDI17138_GCCAAT_L005_R1.fastq.gz	3c7148871094ef92f9a1a3c8a9cb7ccf		1674_LIB19746_LDI17138_GCCAAT_L005_R2.fastq.gz	070fe06becad4a59f0ddafa12655a65e	
