project_accession	project_alias	sample_alias	experiment_alias	run_alias	library_name	library_source	library_selection	library_strategy	design_description	library_construction_protocol	instrument_model	file_type	library_layout	insert_size	forward_file_name	forward_file_md5	forward_file_unencrypted_md5	reverse_file_name	reverse_file_md5	reverse_file_unencrypted_md5
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19732	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_24H_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19732_LDI17127_GATCAG_L003_R1.fastq.gz	20a6c2cf73a87fd4a96c60658b8daabc		1674_LIB19732_LDI17127_GATCAG_L003_R2.fastq.gz	901eaaa1b1899c9157718b0c8a8e84e2	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19732	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_24H_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19732_LDI17127_GATCAG_L004_R1.fastq.gz	01bcc70f540e08a69f8b51ae78a9c27a		1674_LIB19732_LDI17127_GATCAG_L004_R2.fastq.gz	1e0155b41210519c449b34d0b8dde67d	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19736	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_24H_5R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19736_LDI17130_AGTTCC_L001_R1.fastq.gz	a79ded24ef064d7891fa15caef5d93da		1674_LIB19736_LDI17130_AGTTCC_L001_R2.fastq.gz	e2d9b3e91ac5cf773747ccdb09b66224	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19736	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_24H_5R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19736_LDI17130_AGTTCC_L002_R1.fastq.gz	84dac4e14bd823caa7b9178ab83d9af0		1674_LIB19736_LDI17130_AGTTCC_L002_R2.fastq.gz	1f76dafe31192642a66ee2d7e19fc957	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19736	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_24H_5R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19736_LDI17130_AGTTCC_L003_R1.fastq.gz	51c8a5fb3fd9a756962702c4fdbbc07b		1674_LIB19736_LDI17130_AGTTCC_L003_R2.fastq.gz	70e42bc3d99046eefcde033fb74584f9	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19736	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_24H_5R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19736_LDI17130_AGTTCC_L004_R1.fastq.gz	d0f8557ff5bd899428607f27b9020894		1674_LIB19736_LDI17130_AGTTCC_L004_R2.fastq.gz	54e3b008c03a43007616618198fc7ec8	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19738	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19738_LDI17132_CCGTCC_L001_R1.fastq.gz	d96caac59dd4910849cbb02ea5d422a6		1674_LIB19738_LDI17132_CCGTCC_L001_R2.fastq.gz	76815c511c79d31c53ab96768fd20feb	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19738	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19738_LDI17132_CCGTCC_L002_R1.fastq.gz	8301779b62b75d10d8988e60e6fca14a		1674_LIB19738_LDI17132_CCGTCC_L002_R2.fastq.gz	5f32c15d8d14b937883c05aaa193bebd	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19738	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19738_LDI17132_CCGTCC_L003_R1.fastq.gz	4ce47c18a5e0ba60bd0e32d3dec9144b		1674_LIB19738_LDI17132_CCGTCC_L003_R2.fastq.gz	0d4d40655dc4115fd12b6ad9d266de8d	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19738	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19738_LDI17132_CCGTCC_L004_R1.fastq.gz	0625da75a443117ffdc703ec81033a48		1674_LIB19738_LDI17132_CCGTCC_L004_R2.fastq.gz	ae3833ec39c4f2f0befa87768f812d6b	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19740	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19740_LDI17134_GTCCGC_L001_R1.fastq.gz	5664ec58ecade277fc038e903d71e5f7		1674_LIB19740_LDI17134_GTCCGC_L001_R2.fastq.gz	e7c4f68b21670033d46377e4256b37e8	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19740	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19740_LDI17134_GTCCGC_L002_R1.fastq.gz	fae1e6fb7806d357697c94baa1ece3d5		1674_LIB19740_LDI17134_GTCCGC_L002_R2.fastq.gz	9c6d6853c86ebd1fff3aa38b517b8fe2	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19740	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19740_LDI17134_GTCCGC_L003_R1.fastq.gz	3a389c5616a6525e51afe2d19acfc78a		1674_LIB19740_LDI17134_GTCCGC_L003_R2.fastq.gz	5686fd2348fa6854c1e783157ebd9e86	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19740	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_1R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19740_LDI17134_GTCCGC_L004_R1.fastq.gz	8f5441829ee36080ca487a6a0982f28a		1674_LIB19740_LDI17134_GTCCGC_L004_R2.fastq.gz	3da27e597fc0e819e21fd41db5cdd523	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19743	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19743_LDI17135_CGATGT_L005_R1.fastq.gz	2078964e6e58d8ebfb527fc06ef85bab		1674_LIB19743_LDI17135_CGATGT_L005_R2.fastq.gz	9540dedd043208de50299993e9eed801	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19743	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19743_LDI17135_CGATGT_L006_R1.fastq.gz	27a7a0dd26851d95b3dc5402d9a1dc78		1674_LIB19743_LDI17135_CGATGT_L006_R2.fastq.gz	3beb34287aa8d95a2fc9d5d0732e2426	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19743	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19743_LDI17135_CGATGT_L007_R1.fastq.gz	ee74d06662b795c584ecf04a14567580		1674_LIB19743_LDI17135_CGATGT_L007_R2.fastq.gz	5747028adbe0e6118bcdfdc78bd1df20	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19743	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_3h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19743_LDI17135_CGATGT_L008_R1.fastq.gz	3e2e24a334c60b0ff6388c0c738e9e90		1674_LIB19743_LDI17135_CGATGT_L008_R2.fastq.gz	afdc409e74820e0a99b5fd45b9a48f6e	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19745	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19745_LDI17137_ACAGTG_L005_R1.fastq.gz	d3cd329388d5f38a504eefae8fa2f2a5		1674_LIB19745_LDI17137_ACAGTG_L005_R2.fastq.gz	8b011af64bea5a68c433552814edadcb	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19745	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19745_LDI17137_ACAGTG_L006_R1.fastq.gz	fca26a4cc6691480ffb612da08e246f1		1674_LIB19745_LDI17137_ACAGTG_L006_R2.fastq.gz	d16120b2559d4fd16178101d38f0cc18	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19745	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19745_LDI17137_ACAGTG_L007_R1.fastq.gz	bc7a738d173f43e54c55c607bcaeab4c		1674_LIB19745_LDI17137_ACAGTG_L007_R2.fastq.gz	4ef6c0868c3936fe0955ec0bc1456db2	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19745	TRANSCRIPTOMIC	unspecified	RNA-Seq	Rp_nonhost_24h_2R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19745_LDI17137_ACAGTG_L008_R1.fastq.gz	78f15152104f3e9aeac87494a389e6b3		1674_LIB19745_LDI17137_ACAGTG_L008_R2.fastq.gz	75d857b9e833ab4f7ff9a6b5711869a4	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19755	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_24H_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19755_LDI17146_GGTAGC_L001_R1.fastq.gz	e8812ecc3e93e4ef02789ca6474714c4		1674_LIB19755_LDI17146_GGTAGC_L001_R2.fastq.gz	55a76647bd74a41fe12fb3c98d68a0b9	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19755	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_24H_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19755_LDI17146_GGTAGC_L002_R1.fastq.gz	4eeac695abaf937dea6bd43760b7bbbd		1674_LIB19755_LDI17146_GGTAGC_L002_R2.fastq.gz	094fd2ef01f1583e029b6dcd61e44a7d	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19755	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_24H_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19755_LDI17146_GGTAGC_L003_R1.fastq.gz	21b5eb2406d7f1bb0a59b38bbee2c3e7		1674_LIB19755_LDI17146_GGTAGC_L003_R2.fastq.gz	e93e6ffac9c7d9899748472e9002adc6	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19755	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_24H_3R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19755_LDI17146_GGTAGC_L004_R1.fastq.gz	06f26bc289016bdf0275a641ff7dcf1e		1674_LIB19755_LDI17146_GGTAGC_L004_R2.fastq.gz	39e11c5171e4a97417df78e5a82d98ad	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-1	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-1	LIB19756	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_3H_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19756_LDI17147_ACTGAT_L001_R1.fastq.gz	223fa19d1c5bd4ee2e765c13cd48f399		1674_LIB19756_LDI17147_ACTGAT_L001_R2.fastq.gz	3ff11dd7dcfe0603f96ed39d5a6027f9	
PRJEB24317		Rhopalosiphum padi	ena-EXPERIMENT-The James Hutton Institute-10-01-2018-09:56:38:281-2	ena-RUN-The James Hutton Institute-10-01-2018-09:56:38:281-2	LIB19756	TRANSCRIPTOMIC	unspecified	RNA-Seq	artificial_diet_Rpadi_3H_4R	Stranded TruSeq libaries	Illumina HiSeq 2000	fastq	PAIRED	300	1674_LIB19756_LDI17147_ACTGAT_L002_R1.fastq.gz	a38890da35eb58ed960bcffef666d7b3		1674_LIB19756_LDI17147_ACTGAT_L002_R2.fastq.gz	16d8cefa9184518179894f638c30fc4d	
